month,year,time,age,arrest.pos,arrest.man,arrest.tot,expose,pop,officer,totpop,rate.tot,rate.pos,rate.man,rate.police,decrim,medmj_lag
10,2017,106,0,16,6,22,1,345706,6579,1580221,6.363788884,4.628210098,1.735578787,416.334171,1,0
11,2017,107,0,9,8,17,1,345706,6579,1580221,4.917473229,2.60336818,2.314105049,416.334171,1,0
12,2017,108,0,6,11,17,1,345706,6579,1580221,4.917473229,1.735578787,3.181894442,416.334171,1,0
1,2018,109,0,8,12,20,1,343970,6579,1584138,5.814460563,2.325784225,3.488676338,415.3047272,1,0
2,2018,110,0,10,7,17,1,343970,6579,1584138,4.942291479,2.907230282,2.035061197,415.3047272,1,1
3,2018,111,0,20,9,29,1,343970,6579,1584138,8.430967817,5.814460563,2.616507254,415.3047272,1,1
4,2018,112,0,17,3,20,1,343970,6579,1584138,5.814460563,4.942291479,0.872169085,415.3047272,1,1
5,2018,113,0,1,8,9,1,343970,6579,1584138,2.616507254,0.290723028,2.325784225,415.3047272,1,1
6,2018,114,0,8,10,18,1,343970,6579,1584138,5.233014507,2.325784225,2.907230282,415.3047272,1,1
7,2018,115,0,1,6,7,1,343970,6579,1584138,2.035061197,0.290723028,1.744338169,415.3047272,1,1
8,2018,116,0,8,15,23,1,343970,6579,1584138,6.686629648,2.325784225,4.360845423,415.3047272,1,1
9,2018,117,0,8,6,14,1,343970,6579,1584138,4.070122394,2.325784225,1.744338169,415.3047272,1,1
10,2018,118,0,11,10,21,1,343970,6579,1584138,6.105183592,3.19795331,2.907230282,415.3047272,1,1
11,2018,119,0,8,10,18,1,343970,6579,1584138,5.233014507,2.325784225,2.907230282,415.3047272,1,1
12,2018,120,0,10,3,13,1,343970,6579,1584138,3.779399366,2.907230282,0.872169085,415.3047272,1,1
1,2009,1,1,346,146,492,1,1184418,6654,1531112,41.53938897,29.21265972,12.32672925,434.5861047,0,0
2,2009,2,1,372,136,508,1,1184418,6654,1531112,42.8902634,31.40783068,11.48243272,434.5861047,0,0
3,2009,3,1,412,141,553,1,1184418,6654,1531112,46.68959776,34.78501678,11.90458098,434.5861047,0,0
4,2009,4,1,471,160,631,1,1184418,6654,1531112,53.27511065,39.76636627,13.50874438,434.5861047,0,0
5,2009,5,1,441,143,584,1,1184418,6654,1531112,49.30691698,37.23347669,12.07344029,434.5861047,0,0
6,2009,6,1,453,157,610,1,1184418,6654,1531112,51.50208795,38.24663252,13.25545542,434.5861047,0,0
7,2009,7,1,442,172,614,1,1184418,6654,1531112,51.83980655,37.31790635,14.52190021,434.5861047,0,0
8,2009,8,1,427,141,568,1,1184418,6654,1531112,47.95604255,36.05146156,11.90458098,434.5861047,0,0
9,2009,9,1,372,172,544,1,1184418,6654,1531112,45.92973089,31.40783068,14.52190021,434.5861047,0,0
10,2009,10,1,358,153,511,1,1184418,6654,1531112,43.14355236,30.22581555,12.91773681,434.5861047,0,0
11,2009,11,1,328,137,465,1,1184418,6654,1531112,39.25978835,27.69292598,11.56686237,434.5861047,0,0
12,2009,12,1,280,115,395,1,1184418,6654,1531112,33.34971269,23.64030266,9.709410022,434.5861047,0,0
1,2010,13,1,373,196,569,1,1184520,6654,1528293,48.03633539,31.48954851,16.54678688,435.3877169,0,0
2,2010,14,1,359,171,530,1,1184520,6654,1528293,44.74386249,30.30763516,14.43622733,435.3877169,0,0
3,2010,15,1,463,200,663,1,1184520,6654,1528293,55.97203931,39.08756289,16.88447641,435.3877169,0,0
4,2010,16,1,487,221,708,1,1184520,6654,1528293,59.7710465,41.11370006,18.65734644,435.3877169,0,0
5,2010,17,1,458,192,650,1,1184520,6654,1528293,54.87454834,38.66545098,16.20909736,435.3877169,0,0
6,2010,18,1,442,202,644,1,1184520,6654,1528293,54.36801405,37.31469287,17.05332118,435.3877169,0,0
7,2010,19,1,433,187,620,1,1184520,6654,1528293,52.34187688,36.55489143,15.78698545,435.3877169,0,0
8,2010,20,1,432,189,621,1,1184520,6654,1528293,52.42629926,36.47046905,15.95583021,435.3877169,0,0
9,2010,21,1,375,180,555,1,1184520,6654,1528293,46.85442204,31.65839327,15.19602877,435.3877169,0,0
10,2010,22,1,379,234,613,1,1184520,6654,1528293,51.7509202,31.9960828,19.7548374,435.3877169,0,0
11,2010,23,1,373,190,563,1,1184520,6654,1528293,47.5298011,31.48954851,16.04025259,435.3877169,0,0
12,2010,24,1,285,170,455,1,1184520,6654,1528293,38.41218384,24.06037889,14.35180495,435.3877169,0,0
1,2011,25,1,300,178,478,1,1195577,6654,1540322,39.98069551,25.09248672,14.88820879,431.9875974,0,0
2,2011,26,1,351,207,558,1,1195577,6654,1540322,46.67202531,29.35820947,17.31381584,431.9875974,0,0
3,2011,27,1,430,212,642,1,1195577,6654,1540322,53.69792159,35.96589764,17.73202395,431.9875974,0,0
4,2011,28,1,406,166,572,1,1195577,6654,1540322,47.84300802,33.9584987,13.88450932,431.9875974,0,0
5,2011,29,1,355,145,500,1,1195577,6654,1540322,41.82081121,29.69277596,12.12803525,431.9875974,0,0
6,2011,30,1,399,183,582,1,1195577,6654,1540322,48.67942424,33.37300734,15.3064169,431.9875974,0,0
7,2011,31,1,358,169,527,1,1195577,6654,1540322,44.07913501,29.94370082,14.13543419,431.9875974,0,0
8,2011,32,1,356,185,541,1,1195577,6654,1540322,45.25011773,29.77641758,15.47370015,431.9875974,0,0
9,2011,33,1,377,195,572,1,1195577,6654,1540322,47.84300802,31.53289165,16.31011637,431.9875974,0,0
10,2011,34,1,336,178,514,1,1195577,6654,1540322,42.99179392,28.10358513,14.88820879,431.9875974,0,0
11,2011,35,1,254,158,412,1,1195577,6654,1540322,34.46034843,21.24497209,13.21537634,431.9875974,0,0
12,2011,36,1,271,178,449,1,1195577,6654,1540322,37.55508846,22.66687967,14.88820879,431.9875974,0,0
1,2012,37,1,291,154,445,1,1206475,6537,1551797,36.88431173,24.11985329,12.76445844,421.2535531,0,0
2,2012,38,1,272,191,463,1,1206475,6537,1551797,38.37626142,22.54501751,15.83124391,421.2535531,0,0
3,2012,39,1,297,158,455,1,1206475,6537,1551797,37.71317267,24.61716985,13.09600282,421.2535531,0,0
4,2012,40,1,315,172,487,1,1206475,6537,1551797,40.36552767,26.10911954,14.25640813,421.2535531,0,0
5,2012,41,1,321,188,509,1,1206475,6537,1551797,42.18902174,26.60643611,15.58258563,421.2535531,0,0
6,2012,42,1,320,215,535,1,1206475,6537,1551797,44.34406018,26.52355001,17.82051016,421.2535531,0,0
7,2012,43,1,302,158,460,1,1206475,6537,1551797,38.12760314,25.03160032,13.09600282,421.2535531,0,0
8,2012,44,1,320,203,523,1,1206475,6537,1551797,43.34942705,26.52355001,16.82587704,421.2535531,0,0
9,2012,45,1,310,167,477,1,1206475,6537,1551797,39.53666674,25.69468907,13.84197766,421.2535531,0,0
10,2012,46,1,378,220,598,1,1206475,6537,1551797,49.56588408,31.33094345,18.23494063,421.2535531,0,0
11,2012,47,1,298,186,484,1,1206475,6537,1551797,40.11686939,24.70005595,15.41681344,421.2535531,0,0
12,2012,48,1,257,148,405,1,1206475,6537,1551797,33.56886798,21.3017261,12.26714188,421.2535531,0,0
1,2013,49,1,287,182,469,1,1213233,6537,1558371,38.65704279,23.65580231,15.00124049,419.4764918,0,0
2,2013,50,1,294,187,481,1,1213233,6537,1558371,39.64613557,24.23277309,15.41336248,419.4764918,0,0
3,2013,51,1,290,165,455,1,1213233,6537,1558371,37.50310122,23.9030755,13.60002572,419.4764918,0,0
4,2013,52,1,360,169,529,1,1213233,6537,1558371,43.60250669,29.67278338,13.92972331,419.4764918,0,0
5,2013,53,1,381,185,566,1,1213233,6537,1558371,46.65220943,31.40369575,15.24851368,419.4764918,0,0
6,2013,54,1,338,177,515,1,1213233,6537,1558371,42.44856511,27.85944662,14.5891185,419.4764918,0,0
7,2013,55,1,307,148,455,1,1213233,6537,1558371,37.50310122,25.30429027,12.19881095,419.4764918,0,0
8,2013,56,1,334,206,540,1,1213233,6537,1558371,44.50917507,27.52974903,16.97942605,419.4764918,0,0
9,2013,57,1,307,153,460,1,1213233,6537,1558371,37.91522321,25.30429027,12.61093294,419.4764918,0,0
10,2013,58,1,378,192,570,1,1213233,6537,1558371,46.98190702,31.15642255,15.82548447,419.4764918,0,0
11,2013,59,1,264,207,471,1,1213233,6537,1558371,38.82189159,21.76004115,17.06185044,419.4764918,0,0
12,2013,60,1,208,140,348,1,1213233,6537,1558371,28.6836906,17.14427484,11.53941576,419.4764918,0,0
1,2014,61,1,194,108,302,1,1218965,6439,1565604,24.77511659,15.91514112,8.859975471,411.2789697,0,0
2,2014,62,1,222,154,376,1,1218965,6439,1565604,30.84584053,18.2121718,12.63366873,411.2789697,0,0
3,2014,63,1,273,143,416,1,1218965,6439,1565604,34.12731293,22.39604911,11.73126382,411.2789697,0,0
4,2014,64,1,296,172,468,1,1218965,6439,1565604,38.39322704,24.28289574,14.11033131,411.2789697,0,0
5,2014,65,1,262,144,406,1,1218965,6439,1565604,33.30694483,21.4936442,11.81330063,411.2789697,0,0
6,2014,66,1,253,130,383,1,1218965,6439,1565604,31.4200982,20.75531291,10.66478529,411.2789697,1,0
7,2014,67,1,271,120,391,1,1218965,6439,1565604,32.07639268,22.23197549,9.84441719,411.2789697,1,0
8,2014,68,1,267,172,439,1,1218965,6439,1565604,36.01415955,21.90382825,14.11033131,411.2789697,1,0
9,2014,69,1,267,161,428,1,1218965,6439,1565604,35.11175464,21.90382825,13.2079264,411.2789697,1,0
10,2014,70,1,152,126,278,1,1218965,6439,1565604,22.80623316,12.46959511,10.33663805,411.2789697,1,0
11,2014,71,1,66,80,146,1,1218965,6439,1565604,11.97737425,5.414429454,6.562944793,411.2789697,1,0
12,2014,72,1,62,110,172,1,1218965,6439,1565604,14.11033131,5.086282215,9.024049091,411.2789697,1,0
1,2015,73,1,85,170,255,1,1223406,6442,1571258,20.84344854,6.947816179,13.89563236,409.9899571,1,0
2,2015,74,1,66,116,182,1,1223406,6442,1571258,14.87650052,5.394774915,9.481725609,409.9899571,1,0
3,2015,75,1,72,120,192,1,1223406,6442,1571258,15.69389066,5.885208998,9.808681664,409.9899571,1,0
4,2015,76,1,70,136,206,1,1223406,6442,1571258,16.83823686,5.721730971,11.11650589,409.9899571,1,0
5,2015,77,1,63,118,181,1,1223406,6442,1571258,14.79476151,5.149557874,9.645203636,409.9899571,1,0
6,2015,78,1,46,111,157,1,1223406,6442,1571258,12.83302518,3.759994638,9.073030539,409.9899571,1,0
7,2015,79,1,46,108,154,1,1223406,6442,1571258,12.58780814,3.759994638,8.827813498,409.9899571,1,0
8,2015,80,1,55,115,170,1,1223406,6442,1571258,13.89563236,4.495645763,9.399986595,409.9899571,1,0
9,2015,81,1,49,140,189,1,1223406,6442,1571258,15.44867362,4.00521168,11.44346194,409.9899571,1,0
10,2015,82,1,40,154,194,1,1223406,6442,1571258,15.85736869,3.269560555,12.58780814,409.9899571,1,0
11,2015,83,1,69,103,172,1,1223406,6442,1571258,14.05911039,5.639991957,8.419118428,409.9899571,1,0
12,2015,84,1,40,124,164,1,1223406,6442,1571258,13.40519827,3.269560555,10.13563772,409.9899571,1,0
1,2016,85,1,53,96,149,1,1229225,6342,1576390,12.12145864,4.311659786,7.809798857,402.3116107,1,0
2,2016,86,1,73,146,219,1,1229225,6342,1576390,17.81610364,5.938701214,11.87740243,402.3116107,1,0
3,2016,87,1,47,139,186,1,1229225,6342,1576390,15.13148529,3.823547357,11.30793793,402.3116107,1,0
4,2016,88,1,56,134,190,1,1229225,6342,1576390,15.45689357,4.555716,10.90117757,402.3116107,1,0
5,2016,89,1,50,151,201,1,1229225,6342,1576390,16.35176636,4.067603571,12.28416279,402.3116107,1,0
6,2016,90,1,58,117,175,1,1229225,6342,1576390,14.2366125,4.718420143,9.518192357,402.3116107,1,0
7,2016,91,1,29,64,93,1,1229225,6342,1576390,7.565742643,2.359210071,5.206532571,402.3116107,1,0
8,2016,92,1,44,101,145,1,1229225,6342,1576390,11.79605036,3.579491143,8.216559214,402.3116107,1,0
9,2016,93,1,39,106,145,1,1229225,6342,1576390,11.79605036,3.172730786,8.623319571,402.3116107,1,0
10,2016,94,1,53,128,181,1,1229225,6342,1576390,14.72472493,4.311659786,10.41306514,402.3116107,1,0
11,2016,95,1,40,111,151,1,1229225,6342,1576390,12.28416279,3.254082857,9.030079928,402.3116107,1,0
12,2016,96,1,49,124,173,1,1229225,6342,1576390,14.07390836,3.9862515,10.08765686,402.3116107,1,0
1,2017,97,1,54,120,174,1,1234515,6579,1580221,14.09460395,4.374187434,9.72041652,416.334171,1,0
2,2017,98,1,29,170,199,1,1234515,6579,1580221,16.11969073,2.349100659,13.77059007,416.334171,1,0
3,2017,99,1,60,126,186,1,1234515,6579,1580221,15.06664561,4.86020826,10.20643735,416.334171,1,0
4,2017,100,1,71,190,261,1,1234515,6579,1580221,21.14190593,5.751246441,15.39065949,416.334171,1,0
5,2017,101,1,44,172,216,1,1234515,6579,1580221,17.49674974,3.564152724,13.93259701,416.334171,1,0
6,2017,102,1,42,133,175,1,1234515,6579,1580221,14.17560742,3.402145782,10.77346164,416.334171,1,0
7,2017,103,1,43,135,178,1,1234515,6579,1580221,14.41861784,3.483149253,10.93546858,416.334171,1,0
8,2017,104,1,67,169,236,1,1234515,6579,1580221,19.11681916,5.427232557,13.6895866,416.334171,1,0
9,2017,105,1,49,156,205,1,1234515,6579,1580221,16.60571155,3.969170079,12.63654148,416.334171,1,0
10,2017,106,1,53,138,191,1,1234515,6579,1580221,15.47166296,4.293183963,11.178479,416.334171,1,0
11,2017,107,1,55,151,206,1,1234515,6579,1580221,16.68671503,4.455190905,12.23152412,416.334171,1,0
12,2017,108,1,61,156,217,1,1234515,6579,1580221,17.57775321,4.941211731,12.63654148,416.334171,1,0
1,2018,109,1,67,150,217,1,1240168,6579,1584138,17.49762935,5.402493856,12.0951355,415.3047272,1,0
2,2018,110,1,52,124,176,1,1240168,6579,1584138,14.19162565,4.192980306,9.998645345,415.3047272,1,1
3,2018,111,1,43,114,157,1,1240168,6579,1584138,12.65957515,3.467272176,9.192302978,415.3047272,1,1
4,2018,112,1,50,82,132,1,1240168,6579,1584138,10.64371924,4.031711833,6.612007405,415.3047272,1,1
5,2018,113,1,40,97,137,1,1240168,6579,1584138,11.04689042,3.225369466,7.821520955,415.3047272,1,1
6,2018,114,1,42,138,180,1,1240168,6579,1584138,14.5141626,3.386637939,11.12752466,415.3047272,1,1
7,2018,115,1,35,103,138,1,1240168,6579,1584138,11.12752466,2.822198283,8.305326375,415.3047272,1,1
8,2018,116,1,38,109,147,1,1240168,6579,1584138,11.85323279,3.064100993,8.789131795,415.3047272,1,1
9,2018,117,1,29,88,117,1,1240168,6579,1584138,9.434205688,2.338392863,7.095812825,415.3047272,1,1
10,2018,118,1,30,113,143,1,1240168,6579,1584138,11.53069584,2.4190271,9.111668742,415.3047272,1,1
11,2018,119,1,31,84,115,1,1240168,6579,1584138,9.272937215,2.499661336,6.773275879,415.3047272,1,1
12,2018,120,1,47,102,149,1,1240168,6579,1584138,12.01450126,3.789809123,8.224692138,415.3047272,1,1
