month,year,time,race,arrest.pos,arrest.man,arrest.tot,expose,pop,officer,totpop,rate.tot,rate.pos,rate.man,rate.police,decrim,medmj_lag
9,2018,117,0,6,17,23,1,733859,6579,1584138,3.134117044,0.817595751,2.316521294,415.3047272,1,1
10,2018,118,0,6,30,36,1,736180,6579,1584138,4.890108397,0.815018066,4.075090331,415.3047272,1,1
11,2018,119,0,5,13,18,1,739253,6579,1584138,2.434890356,0.676358432,1.758531923,415.3047272,1,1
12,2018,120,0,14,23,37,1,742699,6579,1584138,4.981829786,1.885016676,3.09681311,415.3047272,1,1
1,2009,1,1,345,117,462,1,656275,6654,1531112,70.3973182,52.56942593,17.82789227,434.5861047,0,0
2,2009,2,1,368,108,476,1,706859,6654,1531112,67.34016261,52.06130218,15.27886042,434.5861047,0,0
3,2009,3,1,405,123,528,1,713376,6654,1531112,74.01426457,56.77230521,17.24195936,434.5861047,0,0
4,2009,4,1,427,122,549,1,718745,6654,1531112,76.38314006,59.40910893,16.97403112,434.5861047,0,0
5,2009,5,1,426,113,539,1,722229,6654,1531112,74.63006886,58.98406184,15.64600701,434.5861047,0,0
6,2009,6,1,435,130,565,1,724743,6654,1531112,77.95866949,60.02127651,17.93739298,434.5861047,0,0
7,2009,7,1,408,140,548,1,726926,6654,1531112,75.38594025,56.12675843,19.25918181,434.5861047,0,0
8,2009,8,1,420,118,538,1,727464,6654,1531112,73.95554969,57.73481574,16.22073395,434.5861047,0,0
9,2009,9,1,345,143,488,1,725799,6654,1531112,67.23624585,47.53382135,19.7024245,434.5861047,0,0
10,2009,10,1,323,120,443,1,723776,6654,1531112,61.20678221,44.62706694,16.57971527,434.5861047,0,0
11,2009,11,1,315,113,428,1,656275,6654,1531112,65.21656318,47.9981715,17.21839168,434.5861047,0,0
12,2009,12,1,269,97,366,1,706859,6654,1531112,51.77836032,38.05568013,13.7226802,434.5861047,0,0
1,2010,13,1,350,157,507,1,713376,6654,1528293,71.07051541,49.06248598,22.00802943,435.3877169,0,0
2,2010,14,1,336,131,467,1,718745,6654,1528293,64.97436504,46.74815129,18.22621375,435.3877169,0,0
3,2010,15,1,441,165,606,1,722229,6654,1528293,83.90690487,61.06096543,22.84593945,435.3877169,0,0
4,2010,16,1,440,183,623,1,724743,6654,1528293,85.96150635,60.71117624,25.25033012,435.3877169,0,0
5,2010,17,1,441,177,618,1,726926,6654,1528293,85.01553115,60.66642272,24.34910844,435.3877169,0,0
6,2010,18,1,435,190,625,1,727464,6654,1528293,85.91490438,59.79677345,26.11813093,435.3877169,0,0
7,2010,19,1,407,176,583,1,725799,6654,1528293,80.32526912,56.07613127,24.24913785,435.3877169,0,0
8,2010,20,1,394,148,542,1,723776,6654,1528293,74.88504731,54.43673181,20.4483155,435.3877169,0,0
9,2010,21,1,356,164,520,1,656275,6654,1528293,79.23507676,54.24555255,24.98952421,435.3877169,0,0
10,2010,22,1,369,184,553,1,706859,6654,1528293,78.2334242,52.20277311,26.03065109,435.3877169,0,0
11,2010,23,1,364,159,523,1,713376,6654,1528293,73.31337191,51.02498542,22.28838649,435.3877169,0,0
12,2010,24,1,251,128,379,1,718745,6654,1528293,52.73080161,34.92198207,17.80881954,435.3877169,0,0
1,2011,25,1,265,133,398,1,722229,6654,1540322,55.10717515,36.69196335,18.4152118,431.9875974,0,0
2,2011,26,1,341,179,520,1,724743,6654,1540322,71.74957192,47.05116158,24.69841033,431.9875974,0,0
3,2011,27,1,416,170,586,1,726926,6654,1540322,80.61343245,57.22728311,23.38614935,431.9875974,0,0
4,2011,28,1,367,133,500,1,727464,6654,1540322,68.7319235,50.44923185,18.28269165,431.9875974,0,0
5,2011,29,1,321,109,430,1,725799,6654,1540322,59.24505269,44.22712073,15.01793196,431.9875974,0,0
6,2011,30,1,357,151,508,1,723776,6654,1540322,70.18746131,49.32465293,20.86280838,431.9875974,0,0
7,2011,31,1,339,130,469,1,656275,6654,1540322,71.46394423,51.65517504,19.80876919,431.9875974,0,0
8,2011,32,1,353,141,494,1,706859,6654,1540322,69.88663934,49.93923824,19.94740111,431.9875974,0,0
9,2011,33,1,362,167,529,1,713376,6654,1540322,74.1544431,50.74462836,23.40981474,431.9875974,0,0
10,2011,34,1,321,145,466,1,718745,6654,1540322,64.83523364,44.66118025,20.17405338,431.9875974,0,0
11,2011,35,1,245,118,363,1,722229,6654,1540322,50.26106678,33.92275857,16.33830821,431.9875974,0,0
12,2011,36,1,268,164,432,1,724743,6654,1540322,59.60733667,36.97862553,22.62871114,431.9875974,0,0
1,2012,37,1,272,111,383,1,726926,6537,1551797,52.68761882,37.41783895,15.26977987,421.2535531,0,0
2,2012,38,1,249,155,404,1,727464,6537,1551797,55.53539419,34.22849791,21.30689629,421.2535531,0,0
3,2012,39,1,277,126,403,1,725799,6537,1551797,55.5250145,38.16483627,17.36017823,421.2535531,0,0
4,2012,40,1,296,145,441,1,723776,6537,1551797,60.93045362,40.896631,20.03382262,421.2535531,0,0
5,2012,41,1,299,157,456,1,656275,6537,1551797,69.48306731,45.56016914,23.92289818,421.2535531,0,0
6,2012,42,1,302,183,485,1,706859,6537,1551797,68.61340098,42.72422081,25.88918016,421.2535531,0,0
7,2012,43,1,296,135,431,1,713376,6537,1551797,60.41694702,41.49284529,18.92410174,421.2535531,0,0
8,2012,44,1,301,177,478,1,718745,6537,1551797,66.50481047,41.8785522,24.62625827,421.2535531,0,0
9,2012,45,1,298,123,421,1,722229,6537,1551797,58.29176065,41.26115124,17.03060941,421.2535531,0,0
10,2012,46,1,363,183,546,1,724743,6537,1551797,75.33705051,50.0867204,25.25033012,421.2535531,0,0
11,2012,47,1,287,157,444,1,726926,6537,1551797,61.07911947,39.48132272,21.59779675,421.2535531,0,0
12,2012,48,1,250,128,378,1,727464,6537,1551797,51.96133417,34.36596175,17.59537242,421.2535531,0,0
1,2013,49,1,268,161,429,1,725799,6537,1558371,59.1072735,36.92482354,22.18244996,419.4764918,0,0
2,2013,50,1,282,154,436,1,723776,6537,1558371,60.23963215,38.96233089,21.27730126,419.4764918,0,0
3,2013,51,1,289,142,431,1,656275,6537,1558371,65.67368862,44.03641766,21.63727096,419.4764918,0,0
4,2013,52,1,364,135,499,1,706859,6537,1558371,70.59399399,51.49541846,19.09857553,419.4764918,0,0
5,2013,53,1,384,153,537,1,713376,6537,1558371,75.27587135,53.82855605,21.4473153,419.4764918,0,0
6,2013,54,1,309,153,462,1,718745,6537,1558371,64.27870803,42.99160342,21.28710461,419.4764918,0,0
7,2013,55,1,294,128,422,1,722229,6537,1558371,58.43022089,40.70731029,17.7229106,419.4764918,0,0
8,2013,56,1,320,173,493,1,724743,6537,1558371,68.02411338,44.15358272,23.87053066,419.4764918,0,0
9,2013,57,1,290,131,421,1,726926,6537,1558371,57.91511103,39.89401947,18.02109156,419.4764918,0,0
10,2013,58,1,364,157,521,1,727464,6537,1558371,71.61866429,50.03684031,21.58182398,419.4764918,0,0
11,2013,59,1,243,152,395,1,725799,6537,1558371,54.42278096,33.48034373,20.94243723,419.4764918,0,0
12,2013,60,1,199,120,319,1,723776,6537,1558371,44.07440976,27.49469449,16.57971527,419.4764918,0,0
1,2014,61,1,181,97,278,1,656275,6439,1565604,42.36029104,27.57990172,14.78038932,411.2789697,0,0
2,2014,62,1,204,125,329,1,706859,6439,1565604,46.54393592,28.86006969,17.68386623,411.2789697,0,0
3,2014,63,1,271,118,389,1,713376,6439,1565604,54.52944871,37.988382,16.5410667,411.2789697,0,0
4,2014,64,1,282,152,434,1,718745,6439,1565604,60.38302875,39.23505555,21.1479732,411.2789697,0,0
5,2014,65,1,241,119,360,1,722229,6439,1565604,49.84568606,33.36891761,16.47676845,411.2789697,0,0
6,2014,66,1,228,106,334,1,724743,6439,1565604,46.08530196,31.45942769,14.62587428,411.2789697,1,0
7,2014,67,1,235,96,331,1,726926,6439,1565604,45.53420843,32.32791233,13.2062961,411.2789697,1,0
8,2014,68,1,240,141,381,1,727464,6439,1565604,52.37372571,32.99132328,19.38240243,411.2789697,1,0
9,2014,69,1,253,151,404,1,725799,6439,1565604,55.66279369,34.85813565,20.80465804,411.2789697,1,0
10,2014,70,1,149,104,253,1,723776,6439,1565604,34.95556636,20.58647979,14.36908657,411.2789697,1,0
11,2014,71,1,53,68,121,1,656275,6439,1565604,18.43739286,8.075882824,10.36151004,411.2789697,1,0
12,2014,72,1,49,81,130,1,706859,6439,1565604,18.39122088,6.932075562,11.45914532,411.2789697,1,0
1,2015,73,1,86,134,220,1,713376,6442,1571258,30.8392769,12.0553537,18.7839232,409.9899571,1,0
2,2015,74,1,85,98,183,1,718745,6442,1571258,25.46104669,11.82616923,13.63487746,409.9899571,1,0
3,2015,75,1,67,106,173,1,722229,6442,1571258,23.95362136,9.276836017,14.67678534,409.9899571,1,0
4,2015,76,1,71,119,190,1,724743,6442,1571258,26.21618974,9.796576166,16.41961357,409.9899571,1,0
5,2015,77,1,60,103,163,1,726926,6442,1571258,22.42319026,8.253935064,14.16925519,409.9899571,1,0
6,2015,78,1,33,97,130,1,727464,6442,1571258,17.87030011,4.536306951,13.33399316,409.9899571,1,0
7,2015,79,1,40,93,133,1,725799,6442,1571258,18.32463258,5.511167692,12.81346488,409.9899571,1,0
8,2015,80,1,38,104,142,1,723776,6442,1571258,19.61932974,5.250243169,14.36908657,409.9899571,1,0
9,2015,81,1,46,114,160,1,656275,6442,1571258,24.38002362,7.00925679,17.37076683,409.9899571,1,0
10,2015,82,1,38,127,165,1,706859,6442,1571258,23.34270342,5.375895334,17.96680809,409.9899571,1,0
11,2015,83,1,60,84,144,1,713376,6442,1571258,20.18570852,8.410711883,11.77499664,409.9899571,1,0
12,2015,84,1,39,100,139,1,718745,6442,1571258,19.33926497,5.426124703,13.91314027,409.9899571,1,0
1,2016,85,1,56,89,145,1,722229,6342,1576390,20.07673466,7.753773388,12.32296128,402.3116107,1,0
2,2016,86,1,57,133,190,1,724743,6342,1576390,26.21618974,7.864856922,18.35133282,402.3116107,1,0
3,2016,87,1,43,123,166,1,726926,6342,1576390,22.83588701,5.915320129,16.92056688,402.3116107,1,0
4,2016,88,1,57,112,169,1,727464,6342,1576390,23.23139014,7.835439279,15.39595086,402.3116107,1,0
5,2016,89,1,42,136,178,1,725799,6342,1576390,24.52469623,5.786726077,18.73797015,402.3116107,1,0
6,2016,90,1,44,102,146,1,723776,6342,1576390,20.17198691,6.079228933,14.09275798,402.3116107,1,0
7,2016,91,1,25,59,84,1,656275,6342,1576390,12.7995124,3.80937869,8.990133709,402.3116107,1,0
8,2016,92,1,38,88,126,1,706859,6342,1576390,17.82533716,5.375895334,12.44944183,402.3116107,1,0
9,2016,93,1,39,97,136,1,713376,6342,1576390,19.06428027,5.466962724,13.59731754,402.3116107,1,0
10,2016,94,1,48,111,159,1,718745,6342,1576390,22.12189302,6.678307327,15.44358569,402.3116107,1,0
11,2016,95,1,39,102,141,1,722229,6342,1576390,19.52289371,5.399949324,14.12294438,402.3116107,1,0
12,2016,96,1,49,111,160,1,724743,6342,1576390,22.07679136,6.761017354,15.31577401,402.3116107,1,0
1,2017,97,1,50,110,160,1,726926,6579,1580221,22.0104935,6.87827922,15.13221428,416.334171,1,0
2,2017,98,1,37,157,194,1,727464,6579,1580221,26.66798632,5.086162339,21.58182398,416.334171,1,0
3,2017,99,1,59,115,174,1,725799,6579,1580221,23.97357946,8.128972346,15.84460712,416.334171,1,0
4,2017,100,1,72,149,221,1,723776,6579,1580221,30.53430896,9.947829163,20.58647979,416.334171,1,0
5,2017,101,1,48,144,192,1,656275,6579,1580221,29.25602834,7.314007085,21.94202126,416.334171,1,0
6,2017,102,1,35,113,148,1,706859,6579,1580221,20.93769762,4.951482545,15.98621507,416.334171,1,0
7,2017,103,1,35,119,154,1,713376,6579,1580221,21.58749383,4.906248598,16.68124523,416.334171,1,0
8,2017,104,1,49,157,206,1,718745,6579,1580221,28.66106895,6.81743873,21.84363022,416.334171,1,0
9,2017,105,1,32,138,170,1,722229,6579,1580221,23.53824064,4.43072765,19.10751299,416.334171,1,0
10,2017,106,1,40,108,148,1,724743,6579,1580221,20.42103201,5.51919784,14.90183417,416.334171,1,0
11,2017,107,1,50,121,171,1,726926,6579,1580221,23.52371493,6.87827922,16.64543571,416.334171,1,0
12,2017,108,1,46,122,168,1,727464,6579,1580221,23.0939263,6.323336962,16.77058934,416.334171,1,0
1,2018,109,1,59,127,186,1,725799,6579,1584138,25.62692977,8.128972346,17.49795742,415.3047272,1,0
2,2018,110,1,51,102,153,1,723776,6579,1584138,21.13913697,7.04637899,14.09275798,415.3047272,1,1
3,2018,111,1,54,94,148,1,656275,6579,1584138,22.55152185,8.228257971,14.32326388,415.3047272,1,1
4,2018,112,1,53,69,122,1,706859,6579,1584138,17.25945344,7.497959282,9.761494159,415.3047272,1,1
5,2018,113,1,25,83,108,1,713376,6579,1584138,15.13928139,3.504463284,11.6348181,415.3047272,1,1
6,2018,114,1,41,121,162,1,718745,6579,1584138,22.53928723,5.704387509,16.83489972,415.3047272,1,1
7,2018,115,1,28,99,127,1,722229,6579,1584138,17.58445036,3.876886694,13.70756367,415.3047272,1,1
8,2018,116,1,29,102,131,1,724743,6579,1584138,18.07537293,4.001418434,14.07395449,415.3047272,1,1
9,2018,117,1,31,77,108,1,726926,6579,1584138,14.85708311,4.264533116,10.59255,415.3047272,1,1
10,2018,118,1,35,93,128,1,727464,6579,1584138,17.59537242,4.811234645,12.78413777,415.3047272,1,1
11,2018,119,1,34,81,115,1,725799,6579,1584138,15.84460712,4.684492539,11.16011458,415.3047272,1,1
12,2018,120,1,43,82,125,1,723776,6579,1584138,17.27053674,5.941064639,11.3294721,415.3047272,1,1
