month,year,time,sex,arrest.pos,arrest.man,arrest.tot,expose,pop,officer,totpop,rate.tot,rate.pos,rate.man,rate.police,decrim,medmj_lag
3,2013,51,0,38,15,53,1,821770,6537,1558371,6.449493167,4.624164912,1.825328255,419.4764918,0,0
4,2013,52,0,35,19,54,1,821770,6537,1558371,6.571181718,4.259099261,2.312082456,419.4764918,0,0
5,2013,53,0,39,24,63,1,821770,6537,1558371,7.66637867,4.745853463,2.920525208,419.4764918,0,0
6,2013,54,0,33,16,49,1,821770,6537,1558371,5.962738966,4.015722161,1.947016805,419.4764918,0,0
7,2013,55,0,33,13,46,1,821770,6537,1558371,5.597673315,4.015722161,1.581951154,419.4764918,0,0
8,2013,56,0,36,18,54,1,821770,6537,1558371,6.571181718,4.380787812,2.190393906,419.4764918,0,0
9,2013,57,0,32,17,49,1,821770,6537,1558371,5.962738966,3.89403361,2.068705356,419.4764918,0,0
10,2013,58,0,46,10,56,1,821770,6537,1558371,6.814558818,5.597673315,1.216885503,419.4764918,0,0
11,2013,59,0,23,26,49,1,821770,6537,1558371,5.962738966,2.798836657,3.163902308,419.4764918,0,0
12,2013,60,0,22,12,34,1,821770,6537,1558371,4.137410711,2.677148107,1.460262604,419.4764918,0,0
1,2014,61,0,20,16,36,1,825239,6439,1565604,4.362372598,2.423540332,1.938832266,411.2789697,0,0
2,2014,62,0,17,6,23,1,825239,6439,1565604,2.787071382,2.060009282,0.7270621,411.2789697,0,0
3,2014,63,0,30,14,44,1,825239,6439,1565604,5.33178873,3.635310498,1.696478232,411.2789697,0,0
4,2014,64,0,34,12,46,1,825239,6439,1565604,5.574142763,4.120018564,1.454124199,411.2789697,0,0
5,2014,65,0,17,12,29,1,825239,6439,1565604,3.514133481,2.060009282,1.454124199,411.2789697,0,0
6,2014,66,0,20,11,31,1,825239,6439,1565604,3.756487515,2.423540332,1.332947183,411.2789697,1,0
7,2014,67,0,16,8,24,1,825239,6439,1565604,2.908248398,1.938832266,0.969416133,411.2789697,1,0
8,2014,68,0,22,15,37,1,825239,6439,1565604,4.483549614,2.665894365,1.817655249,411.2789697,1,0
9,2014,69,0,27,21,48,1,825239,6439,1565604,5.816496797,3.271779448,2.544717349,411.2789697,1,0
10,2014,70,0,27,7,34,1,825239,6439,1565604,4.120018564,3.271779448,0.848239116,411.2789697,1,0
11,2014,71,0,12,8,20,1,825239,6439,1565604,2.423540332,1.454124199,0.969416133,411.2789697,1,0
12,2014,72,0,11,12,23,1,825239,6439,1565604,2.787071382,1.332947183,1.454124199,411.2789697,1,0
1,2015,73,0,16,18,34,1,827991,6442,1571258,4.106324827,1.932388154,2.173936673,409.9899571,1,0
2,2015,74,0,13,7,20,1,827991,6442,1571258,2.415485192,1.570065375,0.845419817,409.9899571,1,0
3,2015,75,0,9,11,20,1,827991,6442,1571258,2.415485192,1.086968337,1.328516856,409.9899571,1,0
4,2015,76,0,7,9,16,1,827991,6442,1571258,1.932388154,0.845419817,1.086968337,409.9899571,1,0
5,2015,77,0,10,7,17,1,827991,6442,1571258,2.053162414,1.207742596,0.845419817,409.9899571,1,0
6,2015,78,0,5,15,20,1,827991,6442,1571258,2.415485192,0.603871298,1.811613894,409.9899571,1,0
7,2015,79,0,10,8,18,1,827991,6442,1571258,2.173936673,1.207742596,0.966194077,409.9899571,1,0
8,2015,80,0,10,13,23,1,827991,6442,1571258,2.777807971,1.207742596,1.570065375,409.9899571,1,0
9,2015,81,0,7,13,20,1,827991,6442,1571258,2.415485192,0.845419817,1.570065375,409.9899571,1,0
10,2015,82,0,12,15,27,1,827991,6442,1571258,3.26090501,1.449291115,1.811613894,409.9899571,1,0
11,2015,83,0,9,6,15,1,827991,6442,1571258,1.811613894,1.086968337,0.724645558,409.9899571,1,0
12,2015,84,0,2,8,10,1,827991,6442,1571258,1.207742596,0.241548519,0.966194077,409.9899571,1,0
1,2016,85,0,8,10,18,1,830144,6342,1576390,2.168298512,0.963688228,1.204610284,402.3116107,1,0
2,2016,86,0,10,15,25,1,830144,6342,1576390,3.011525711,1.204610284,1.806915427,402.3116107,1,0
3,2016,87,0,8,13,21,1,830144,6342,1576390,2.529681597,0.963688228,1.56599337,402.3116107,1,0
4,2016,88,0,8,12,20,1,830144,6342,1576390,2.409220569,0.963688228,1.445532341,402.3116107,1,0
5,2016,89,0,10,17,27,1,830144,6342,1576390,3.252447768,1.204610284,2.047837484,402.3116107,1,0
6,2016,90,0,10,9,19,1,830144,6342,1576390,2.288759541,1.204610284,1.084149256,402.3116107,1,0
7,2016,91,0,1,8,9,1,830144,6342,1576390,1.084149256,0.120461028,0.963688228,402.3116107,1,0
8,2016,92,0,6,6,12,1,830144,6342,1576390,1.445532341,0.722766171,0.722766171,402.3116107,1,0
9,2016,93,0,9,2,11,1,830144,6342,1576390,1.325071313,1.084149256,0.240922057,402.3116107,1,0
10,2016,94,0,6,8,14,1,830144,6342,1576390,1.686454398,0.722766171,0.963688228,402.3116107,1,0
11,2016,95,0,3,6,9,1,830144,6342,1576390,1.084149256,0.361383085,0.722766171,402.3116107,1,0
12,2016,96,0,8,12,20,1,830144,6342,1576390,2.409220569,0.963688228,1.445532341,402.3116107,1,0
1,2017,97,0,9,9,18,1,832603,6579,1580221,2.161894685,1.080947342,1.080947342,416.334171,1,0
2,2017,98,0,5,13,18,1,832603,6579,1580221,2.161894685,0.600526301,1.561368383,416.334171,1,0
3,2017,99,0,11,7,18,1,832603,6579,1580221,2.161894685,1.321157863,0.840736822,416.334171,1,0
4,2017,100,0,13,18,31,1,832603,6579,1580221,3.723263068,1.561368383,2.161894685,416.334171,1,0
5,2017,101,0,8,18,26,1,832603,6579,1580221,3.122736767,0.960842082,2.161894685,416.334171,1,0
6,2017,102,0,3,11,14,1,832603,6579,1580221,1.681473644,0.360315781,1.321157863,416.334171,1,0
7,2017,103,0,8,11,19,1,832603,6579,1580221,2.281999945,0.960842082,1.321157863,416.334171,1,0
8,2017,104,0,13,21,34,1,832603,6579,1580221,4.083578849,1.561368383,2.522210465,416.334171,1,0
9,2017,105,0,6,15,21,1,832603,6579,1580221,2.522210465,0.720631562,1.801578904,416.334171,1,0
10,2017,106,0,4,12,16,1,832603,6579,1580221,1.921684164,0.480421041,1.441263123,416.334171,1,0
11,2017,107,0,6,8,14,1,832603,6579,1580221,1.681473644,0.720631562,0.960842082,416.334171,1,0
12,2017,108,0,13,9,22,1,832603,6579,1580221,2.642315726,1.561368383,1.080947342,416.334171,1,0
1,2018,109,0,11,9,20,1,834566,6579,1584138,2.396455164,1.31805034,1.078404824,415.3047272,1,0
2,2018,110,0,3,5,8,1,834566,6579,1584138,0.958582065,0.359468275,0.599113791,415.3047272,1,1
3,2018,111,0,8,7,15,1,834566,6579,1584138,1.797341373,0.958582065,0.838759307,415.3047272,1,1
4,2018,112,0,7,7,14,1,834566,6579,1584138,1.677518614,0.838759307,0.838759307,415.3047272,1,1
5,2018,113,0,4,1,5,1,834566,6579,1584138,0.599113791,0.479291033,0.119822758,415.3047272,1,1
6,2018,114,0,11,9,20,1,834566,6579,1584138,2.396455164,1.31805034,1.078404824,415.3047272,1,1
7,2018,115,0,1,13,14,1,834566,6579,1584138,1.677518614,0.119822758,1.557695856,415.3047272,1,1
8,2018,116,0,4,7,11,1,834566,6579,1584138,1.31805034,0.479291033,0.838759307,415.3047272,1,1
9,2018,117,0,5,3,8,1,834566,6579,1584138,0.958582065,0.599113791,0.359468275,415.3047272,1,1
10,2018,118,0,9,16,25,1,834566,6579,1584138,2.995568954,1.078404824,1.917164131,415.3047272,1,1
11,2018,119,0,8,9,17,1,834566,6579,1584138,2.036986889,0.958582065,1.078404824,415.3047272,1,1
12,2018,120,0,5,7,12,1,834566,6579,1584138,1.437873098,0.599113791,0.838759307,415.3047272,1,1
1,2009,1,1,377,149,526,1,724516,6654,1531112,72.60019102,52.03473767,20.56545335,434.5861047,0,0
2,2009,2,1,389,139,528,1,724516,6654,1531112,72.87623738,53.6910158,19.18522158,434.5861047,0,0
3,2009,3,1,465,149,614,1,724516,6654,1531112,84.74623059,64.18077724,20.56545335,434.5861047,0,0
4,2009,4,1,487,169,656,1,724516,6654,1531112,90.54320401,67.21728713,23.32591689,434.5861047,0,0
5,2009,5,1,476,140,616,1,724516,6654,1531112,85.02227694,65.69903218,19.32324476,434.5861047,0,0
6,2009,6,1,467,152,619,1,724516,6654,1531112,85.43634647,64.45682359,20.97952288,434.5861047,0,0
7,2009,7,1,441,167,608,1,724516,6654,1531112,83.91809153,60.86822099,23.04987053,434.5861047,0,0
8,2009,8,1,424,138,562,1,724516,6654,1531112,77.56902539,58.52182699,19.04719841,434.5861047,0,0
9,2009,9,1,396,168,564,1,724516,6654,1531112,77.84507174,54.65717803,23.18789371,434.5861047,0,0
10,2009,10,1,371,155,526,1,724516,6654,1531112,72.60019102,51.20659861,21.39359241,434.5861047,0,0
11,2009,11,1,353,133,486,1,724516,6654,1531112,67.07926395,48.72218143,18.35708252,434.5861047,0,0
12,2009,12,1,308,116,424,1,724516,6654,1531112,58.52182699,42.51113847,16.01068851,434.5861047,0,0
1,2010,13,1,411,199,610,1,721136,6654,1528293,84.58875996,56.9934104,27.59534956,435.3877169,0,0
2,2010,14,1,377,171,548,1,721136,6654,1528293,75.99121386,52.27862706,23.71258681,435.3877169,0,0
3,2010,15,1,483,210,693,1,721136,6654,1528293,96.09837811,66.97765747,29.12072064,435.3877169,0,0
4,2010,16,1,502,212,714,1,721136,6654,1528293,99.01045018,69.61238934,29.39806084,435.3877169,0,0
5,2010,17,1,463,191,654,1,721136,6654,1528293,90.69024428,64.20425551,26.48598877,435.3877169,0,0
6,2010,18,1,462,203,665,1,721136,6654,1528293,92.21561536,64.06558541,28.15002995,435.3877169,0,0
7,2010,19,1,447,180,627,1,721136,6654,1528293,86.94615163,61.98553394,24.96061769,435.3877169,0,0
8,2010,20,1,424,170,594,1,721136,6654,1528293,82.37003838,58.79612167,23.57391671,435.3877169,0,0
9,2010,21,1,390,178,568,1,721136,6654,1528293,78.76461583,54.08133833,24.6832775,435.3877169,0,0
10,2010,22,1,403,221,624,1,721136,6654,1528293,86.53014133,55.88404961,30.64609172,435.3877169,0,0
11,2010,23,1,397,201,598,1,721136,6654,1528293,82.92471878,55.05202902,27.87268976,435.3877169,0,0
12,2010,24,1,308,170,478,1,721136,6654,1528293,66.28430698,42.71039027,23.57391671,435.3877169,0,0
1,2011,25,1,306,180,486,1,727058,6654,1540322,66.84473591,42.08742631,24.7573096,431.9875974,0,0
2,2011,26,1,379,199,578,1,727058,6654,1540322,79.49847192,52.12789076,27.37058116,431.9875974,0,0
3,2011,27,1,448,216,664,1,727058,6654,1540322,91.32696429,61.61819277,29.70877151,431.9875974,0,0
4,2011,28,1,400,171,571,1,727058,6654,1540322,78.53568766,55.01624355,23.51944412,431.9875974,0,0
5,2011,29,1,365,137,502,1,727058,6654,1540322,69.04538565,50.20232224,18.84306341,431.9875974,0,0
6,2011,30,1,403,184,587,1,727058,6654,1540322,80.7363374,55.42886537,25.30747203,431.9875974,0,0
7,2011,31,1,365,172,537,1,727058,6654,1540322,73.85930696,50.20232224,23.65698472,431.9875974,0,0
8,2011,32,1,383,192,575,1,727058,6654,1540322,79.0858501,52.6780532,26.4077969,431.9875974,0,0
9,2011,33,1,405,197,602,1,727058,6654,1540322,82.79944654,55.70394659,27.09549995,431.9875974,0,0
10,2011,34,1,354,171,525,1,727058,6654,1540322,72.20881965,48.68937554,23.51944412,431.9875974,0,0
11,2011,35,1,284,154,438,1,727058,6654,1540322,60.24278668,39.06153292,21.18125377,431.9875974,0,0
12,2011,36,1,304,177,481,1,727058,6654,1540322,66.15703286,41.81234509,24.34468777,431.9875974,0,0
1,2012,37,1,324,153,477,1,732911,6537,1551797,65.0829364,44.20727755,20.87565885,421.2535531,0,0
2,2012,38,1,294,189,483,1,732911,6537,1551797,65.90158969,40.11401111,25.78757857,421.2535531,0,0
3,2012,39,1,326,167,493,1,732911,6537,1551797,67.26601183,44.48016198,22.78584985,421.2535531,0,0
4,2012,40,1,312,178,490,1,732911,6537,1551797,66.85668519,42.56997098,24.28671421,421.2535531,0,0
5,2012,41,1,335,183,518,1,732911,6537,1551797,70.6770672,45.70814192,24.96892529,421.2535531,0,0
6,2012,42,1,324,216,540,1,732911,6537,1551797,73.67879592,44.20727755,29.47151837,421.2535531,0,0
7,2012,43,1,321,153,474,1,732911,6537,1551797,64.67360976,43.79795091,20.87565885,421.2535531,0,0
8,2012,44,1,333,197,530,1,732911,6537,1551797,72.31437378,45.43525749,26.87911629,421.2535531,0,0
9,2012,45,1,317,158,475,1,732911,6537,1551797,64.81005197,43.25218205,21.55786992,421.2535531,0,0
10,2012,46,1,390,211,601,1,732911,6537,1551797,82.00177102,53.21246372,28.7893073,421.2535531,0,0
11,2012,47,1,316,187,503,1,732911,6537,1551797,68.63043398,43.11573984,25.51469414,421.2535531,0,0
12,2012,48,1,261,140,401,1,732911,6537,1551797,54.71332808,35.61141803,19.10191005,421.2535531,0,0
1,2013,49,1,310,177,487,1,736601,6537,1558371,66.11449075,42.08519945,24.0292913,419.4764918,0,0
2,2013,50,1,321,169,490,1,736601,6537,1558371,66.52176687,43.57854524,22.94322164,419.4764918,0,0
3,2013,51,1,301,162,463,1,736601,6537,1558371,62.85628176,40.86337108,21.99291068,419.4764918,0,0
4,2013,52,1,392,166,558,1,736601,6537,1558371,75.75335901,53.2174135,22.53594551,419.4764918,0,0
5,2013,53,1,404,176,580,1,736601,6537,1558371,78.74005058,54.84651799,23.89353259,419.4764918,0,0
6,2013,54,1,336,172,508,1,736601,6537,1558371,68.96542361,45.61492586,23.35049776,419.4764918,0,0
7,2013,55,1,301,141,442,1,736601,6537,1558371,60.00534889,40.86337108,19.14197781,419.4764918,0,0
8,2013,56,1,331,202,533,1,736601,6537,1558371,72.35939131,44.93613232,27.423259,419.4764918,0,0
9,2013,57,1,316,146,462,1,736601,6537,1558371,62.72052305,42.8997517,19.82077135,419.4764918,0,0
10,2013,58,1,392,196,588,1,736601,6537,1558371,79.82612025,53.2174135,26.60870675,419.4764918,0,0
11,2013,59,1,280,194,474,1,736601,6537,1558371,64.34962755,38.01243821,26.33718933,419.4764918,0,0
12,2013,60,1,227,134,361,1,736601,6537,1558371,49.00889355,30.81722669,18.19166686,419.4764918,0,0
1,2014,61,1,208,105,313,1,740365,6439,1565604,42.27644473,28.09425081,14.18219392,411.2789697,0,0
2,2014,62,1,237,165,402,1,740365,6439,1565604,54.29754243,32.0112377,22.28630473,411.2789697,0,0
3,2014,63,1,285,131,416,1,740365,6439,1565604,56.18850162,38.49452635,17.69397527,411.2789697,0,0
4,2014,64,1,291,168,459,1,740365,6439,1565604,61.9964477,39.30493743,22.69151027,411.2789697,0,0
5,2014,65,1,272,142,414,1,740365,6439,1565604,55.91836459,36.73863567,19.17972892,411.2789697,0,0
6,2014,66,1,255,123,378,1,740365,6439,1565604,51.0558981,34.44247094,16.61342716,411.2789697,1,0
7,2014,67,1,273,115,388,1,740365,6439,1565604,52.40658324,36.87370419,15.53287905,411.2789697,1,0
8,2014,68,1,259,163,422,1,740365,6439,1565604,56.9989127,34.982745,22.0161677,411.2789697,1,0
9,2014,69,1,266,150,416,1,740365,6439,1565604,56.18850162,35.92822459,20.26027703,411.2789697,1,0
10,2014,70,1,159,127,286,1,740365,6439,1565604,38.62959486,21.47589365,17.15370121,411.2789697,1,0
11,2014,71,1,58,80,138,1,740365,6439,1565604,18.63945486,7.833973783,10.80548108,411.2789697,1,0
12,2014,72,1,53,103,156,1,740365,6439,1565604,21.07068811,7.158631216,13.91205689,411.2789697,1,0
1,2015,73,1,87,162,249,1,743267,6442,1571258,33.50074738,11.70508041,21.79566697,409.9899571,1,0
2,2015,74,1,88,116,204,1,743267,6442,1571258,27.44639544,11.83962156,15.60677388,409.9899571,1,0
3,2015,75,1,81,113,194,1,743267,6442,1571258,26.1009839,10.89783348,15.20315042,409.9899571,1,0
4,2015,76,1,79,135,214,1,743267,6442,1571258,28.79180698,10.62875118,18.16305581,409.9899571,1,0
5,2015,77,1,60,112,172,1,743267,6442,1571258,23.14107851,8.072469247,15.06860926,409.9899571,1,0
6,2015,78,1,43,103,146,1,743267,6442,1571258,19.6430085,5.785269627,13.85773887,409.9899571,1,0
7,2015,79,1,38,101,139,1,743267,6442,1571258,18.70122042,5.112563857,13.58865657,409.9899571,1,0
8,2015,80,1,48,105,153,1,743267,6442,1571258,20.58479658,6.457975398,14.12682118,409.9899571,1,0
9,2015,81,1,49,135,184,1,743267,6442,1571258,24.75557236,6.592516552,18.16305581,409.9899571,1,0
10,2015,82,1,43,143,186,1,743267,6442,1571258,25.02465467,5.785269627,19.23938504,409.9899571,1,0
11,2015,83,1,79,98,177,1,743267,6442,1571258,23.81378428,10.62875118,13.1850331,409.9899571,1,0
12,2015,84,1,46,119,165,1,743267,6442,1571258,22.19929043,6.18889309,16.01039734,409.9899571,1,0
1,2016,85,1,55,90,145,1,746246,6342,1576390,19.43058991,7.37022376,12.06036615,402.3116107,1,0
2,2016,86,1,68,139,207,1,746246,6342,1576390,27.73884215,9.112276649,18.6265655,402.3116107,1,0
3,2016,87,1,51,133,184,1,746246,6342,1576390,24.65674858,6.834207487,17.82254109,402.3116107,1,0
4,2016,88,1,61,129,190,1,746246,6342,1576390,25.46077299,8.17424817,17.28652482,402.3116107,1,0
5,2016,89,1,50,143,193,1,746246,6342,1576390,25.86278519,6.700203418,19.16258178,402.3116107,1,0
6,2016,90,1,53,115,168,1,746246,6342,1576390,22.51268349,7.102215623,15.41046786,402.3116107,1,0
7,2016,91,1,29,62,91,1,746246,6342,1576390,12.19437022,3.886117983,8.308252239,402.3116107,1,0
8,2016,92,1,40,99,139,1,746246,6342,1576390,18.6265655,5.360162735,13.26640277,402.3116107,1,0
9,2016,93,1,39,110,149,1,746246,6342,1576390,19.96660619,5.226158666,14.74044752,402.3116107,1,0
10,2016,94,1,64,124,188,1,746246,6342,1576390,25.19276485,8.576260375,16.61650448,402.3116107,1,0
11,2016,95,1,47,107,154,1,746246,6342,1576390,20.63662653,6.298191213,14.33843531,402.3116107,1,0
12,2016,96,1,54,123,177,1,746246,6342,1576390,23.7187201,7.236219692,16.48250041,402.3116107,1,0
1,2017,97,1,56,114,170,1,747618,6579,1580221,22.73888537,7.490456356,15.24842901,416.334171,1,0
2,2017,98,1,40,171,211,1,747618,6579,1580221,28.22296948,5.350325969,22.87264352,416.334171,1,0
3,2017,99,1,72,124,196,1,747618,6579,1580221,26.21659725,9.630586743,16.5860105,416.334171,1,0
4,2017,100,1,69,178,247,1,747618,6579,1580221,33.03826286,9.229312296,23.80895056,416.334171,1,0
5,2017,101,1,53,159,212,1,747618,6579,1580221,28.35672763,7.089181908,21.26754573,416.334171,1,0
6,2017,102,1,43,126,169,1,747618,6579,1580221,22.60512722,5.751600416,16.8535268,416.334171,1,0
7,2017,103,1,39,130,169,1,747618,6579,1580221,22.60512722,5.216567819,17.3885594,416.334171,1,0
8,2017,104,1,57,164,221,1,747618,6579,1580221,29.56055098,7.624214505,21.93633647,416.334171,1,0
9,2017,105,1,45,155,200,1,747618,6579,1580221,26.75162984,6.019116715,20.73251313,416.334171,1,0
10,2017,106,1,65,132,197,1,747618,6579,1580221,26.3503554,8.694279699,17.6560757,416.334171,1,0
11,2017,107,1,58,151,209,1,747618,6579,1580221,27.95545319,7.757972654,20.19748053,416.334171,1,0
12,2017,108,1,54,158,212,1,747618,6579,1580221,28.35672763,7.222940058,21.13378758,416.334171,1,0
1,2018,109,1,64,153,217,1,749572,6579,1584138,28.94985405,8.538205803,20.41164825,415.3047272,1,0
2,2018,110,1,59,126,185,1,749572,6579,1584138,24.68075115,7.871158474,16.80959267,415.3047272,1,1
3,2018,111,1,55,116,171,1,749572,6579,1584138,22.81301863,7.337520612,15.47549802,415.3047272,1,1
4,2018,112,1,60,78,138,1,749572,6579,1584138,18.41050626,8.00456794,10.40593832,415.3047272,1,1
5,2018,113,1,37,104,141,1,749572,6579,1584138,18.81073466,4.93615023,13.87458443,415.3047272,1,1
6,2018,114,1,39,139,178,1,749572,6579,1584138,23.74688489,5.202969161,18.54391573,415.3047272,1,1
7,2018,115,1,35,96,131,1,749572,6579,1584138,17.47664,4.669331298,12.8073087,415.3047272,1,1
8,2018,116,1,42,117,159,1,749572,6579,1584138,21.21210504,5.603197558,15.60890748,415.3047272,1,1
9,2018,117,1,32,91,123,1,749572,6579,1584138,16.40936428,4.269102901,12.14026138,415.3047272,1,1
10,2018,118,1,32,107,139,1,749572,6579,1584138,18.54391573,4.269102901,14.27481283,415.3047272,1,1
11,2018,119,1,31,85,116,1,749572,6579,1584138,15.47549802,4.135693436,11.33980458,415.3047272,1,1
12,2018,120,1,52,98,150,1,749572,6579,1584138,20.01141985,6.937292215,13.07412764,415.3047272,1,1
